language	Analysis_Source	Name (extracted)	Citing Article	Citied Article	Features	Homepage_URL
Indian Corpus	cited_context	Hindi dataset (Modha et al., 2021)	https://www.semanticscholar.org/paper/34d652c3dd30a09a5db3205a2aa2a3fccb35cf8a (2022)	https://doi.org/10.1145/3503162.3503176 (2021)	The Hindi dataset (Modha et al., 2021) is primarily used for identifying hate speech and offensive content in Hindi. It supports sub-tasks A and B for classification and detection. Researchers employ this dataset to fine-tune and evaluate the performance of the XLM-R Large model, focusing on improving classification accuracy for hate speech and offensive content. The dataset's relevance lies in its application to natural language processing tasks, particularly in the context of Indian languages.	
Indian Corpus	cited_context	Hindi-Bhojpuri word cognate pairs	https://www.semanticscholar.org/paper/12276816a1f94c1ec817a4b381de2eb8bcb96ef3 (2018)	https://doi.org/10.18653/v1/W17-4009 (2017)	The Hindi-Bhojpuri word cognate pairs dataset is used to address the out-of-vocabulary problem in machine translation for resource-scarce languages, specifically focusing on Hindi and Bhojpuri. Researchers employ this dataset to compare their methods with state-of-the-art techniques, enhancing word transduction accuracy. This dataset facilitates the development and evaluation of translation models by providing cognate pairs that help in handling unknown words effectively.	
Indian Corpus	cited_context	Hindi-Bhojpuri word pairs	https://www.semanticscholar.org/paper/12276816a1f94c1ec817a4b381de2eb8bcb96ef3 (2018)	https://doi.org/10.3115/1073336.1073356 (2001)	The Hindi-Bhojpuri word pairs dataset is used to train models for translation lexicon induction, specifically focusing on word pairs with the same meaning and similar pronunciations in both languages. This dataset enables researchers to develop more accurate and contextually relevant translation models by leveraging the phonetic and semantic similarities between Hindi and Bhojpuri.	
Indian Corpus	cited_context | citing_context	Hindi Dataset	https://doi.org/10.1109/GCON58516.2023.10183497 (2023), https://www.semanticscholar.org/paper/34d652c3dd30a09a5db3205a2aa2a3fccb35cf8a (2022)	https://www.semanticscholar.org/paper/a6e640ef8db9f18a9c6bd7266842a5558762d651 (2019)	The Hindi Dataset is used to evaluate hate speech identification models, particularly focusing on subtask B. Researchers employ metrics such as Macro-F1 and Weighted-F1 to assess model performance. This dataset enables the development and testing of algorithms designed to detect and classify hate speech in Hindi, contributing to the broader field of natural language processing and content moderation.; The Hindi Dataset is used to evaluate model performance on hate speech identification in Hindi, focusing on metrics such as Marco-F1 and Weighted-F1 scores. Specifically, it is employed to assess BERT models on sub-task C of hate speech detection. This dataset enables researchers to measure and compare the effectiveness of different models in identifying hate speech within the Hindi language.	
Indian Corpus	cited_context | citing_context	Hindi EmotionNet	https://doi.org/10.1145/3461764 (2021), https://doi.org/10.1145/3383330 (2020)	https://doi.org/10.1145/3383330 (2020), https://doi.org/10.1097/00005053-198205000-00017 (1982)	The Hindi EmotionNet dataset is used for sentiment analysis in Hindi, focusing on classifying emotional content in text. It is employed to train and evaluate machine learning models for sentiment analysis tasks, enabling researchers to assess the accuracy and effectiveness of these models in understanding and categorizing emotional expressions in Hindi text.; The Hindi EmotionNet dataset is used to examine inconsistencies and coverage of emotions in Hindi, specifically comparing it with established emotion models like those by Ekman and Plutchik. This involves analyzing the dataset to assess how well it aligns with these models, thereby providing insights into the representation and categorization of emotions in the Hindi language.	
Indian Corpus	cited_context	Hindi-English code mixed dataset	https://www.semanticscholar.org/paper/82200516b244b785cfd2f08ef990fc54e41f4020 (2021)	https://www.semanticscholar.org/paper/5ef6d4204258fc5bfa5575d4ec81b968f8b4dcdc (2018)	The Hindi-English code mixed dataset is used to evaluate deep learning models for hate speech detection. Researchers focus on the performance of 1D CNN, LSTM, and BiLSTM models using domain-specific word embeddings. This dataset enables the assessment of these models' effectiveness in identifying hate speech within code-mixed content, providing insights into model performance and potential improvements.	
Indian Corpus	citing_context	Hindi-English code-mixed social media text	https://www.semanticscholar.org/paper/3287e77baac0c7fca4255eabe5184910bdc93b80 (2021)	https://doi.org/10.18653/v1/W18-1105 (2018)	The Hindi-English code-mixed social media text dataset is primarily used to detect hate speech in multilingual online discourse. Researchers focus on identifying linguistic patterns and contextual cues specific to code-mixed content. This dataset enables the development and evaluation of models that can accurately recognize and classify hate speech, contributing to the broader understanding of multilingual online communication and its challenges.	
Indian Corpus	cited_context | citing_context	Hindi-English code-mixed tweets	https://doi.org/10.48550/arXiv.2306.14764 (2023), https://doi.org/10.18653/v1/W18-1105 (2018)	https://doi.org/10.18653/v1/W18-1105 (2018), https://doi.org/10.1007/978-3-319-73606-8_3 (2016)	The Hindi-English code-mixed tweets dataset is used to develop and evaluate hate speech detection models. Researchers focus on annotating code-mixed social media text to distinguish between hate speech and normal speech. This dataset enables the creation of more nuanced and context-aware models by leveraging the unique linguistic features of code-mixed content.; The Hindi-English code-mixed tweets dataset is used for information retrieval tasks, particularly to retrieve the top k tweets for queries containing Hindi terms in Roman transliterated form. This dataset enables researchers to develop and test algorithms that can effectively handle mixed-language content, enhancing the accuracy of search results in multilingual environments.	
Indian Corpus	citing_context	Hindi HASOC Hate Speech Dataset 2021	https://doi.org/10.48550/arXiv.2306.14764 (2023)	https://www.semanticscholar.org/paper/82200516b244b785cfd2f08ef990fc54e41f4020 (2021)	The Hindi HASOC Hate Speech Dataset 2021 is used to fine-tune the RoBERTa model for detecting hate speech in Hindi, specifically targeting abusive and offensive content on social media. This dataset enables researchers to improve the accuracy of hate speech detection algorithms by providing annotated data that reflects the nuances of Hindi language usage in online platforms.	
Indian Corpus	citing_context	Hindi language on offensive speech	https://doi.org/10.48550/arXiv.2311.09086 (2023)	https://www.semanticscholar.org/paper/a459724d08d68687f91f707e4608869aa0f9c801 (2020)	The Hindi language offensive speech dataset is used to analyze linguistic patterns and context of offensive content in social media, specifically examining 2,000 posts from Twitter and Facebook. Researchers employ this dataset to study the nature and prevalence of offensive speech, focusing on how such content is expressed and contextualized within Hindi-language online communities. This analysis helps in understanding the sociolinguistic dynamics of offensive language and its impact.	
Indian Corpus	citing_context	Hindi news corpora	https://doi.org/10.1145/3624013 (2023)	https://doi.org/10.1109/CICT.2013.6558271 (2013)	The Hindi news corpora dataset is used to evaluate an extractive summarization approach for Hindi news articles. Researchers focus on linguistic and statistical features to rank sentences, enabling the development and assessment of summarization techniques tailored to the Hindi language. This dataset supports the analysis of sentence importance and coherence in news articles, facilitating advancements in natural language processing for Indian languages.	
